neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price_log
1,159,40.65684,-73.96042,1,1,48,2.63,2,77,4.564348191467836
2,64,40.72755,-73.98755,0,4,1,0.05,1,0,5.017279836814924
1,51,40.67672,-73.92964,1,1,32,1.62,1,0,4.454347296253507
2,209,40.73494,-74.00228,0,7,1,0.05,1,0,5.25227342804663
1,214,40.71345,-73.95938000000001,1,1,25,1.27,1,7,4.127134385045092
2,201,40.77408,-73.95504,0,5,6,0.33,1,7,4.875197323201151
2,75,40.74044,-73.98777,0,5,4,0.22,1,0,5.198497031265826
3,166,40.699459999999995,-73.90833,1,2,81,4.1,1,34,4.110873864173311
3,3,40.59686,-73.80261999999999,0,2,18,1.3,1,202,5.303304908059076
1,51,40.67391,-73.95581,1,3,1,0.06,1,0,4.189654742026425
2,127,40.75393,-73.97316,0,2,29,1.58,1,18,5.303304908059076
2,206,40.84182,-73.93898,0,3,25,1.36,1,155,4.875197323201151
2,64,40.728629999999995,-73.99008,1,3,8,0.4,1,0,4.2626798770413155
1,13,40.6797,-73.94360999999999,0,7,4,0.21,1,1,4.564348191467836
1,151,40.6749,-73.97593,0,3,42,2.22,1,46,5.993961427306569
2,34,40.74031,-73.9986,0,3,9,0.48,1,13,5.017279836814924
1,91,40.72871,-73.95107,0,2,17,0.86,1,0,4.7535901911063645
1,13,40.69108,-73.94492,0,5,1,0.05,1,0,4.394449154672439
2,209,40.73642,-73.9992,0,3,61,3.17,1,150,5.846438775057725
2,121,40.87634,-73.90948,0,1,85,4.4,1,52,4.709530201312334
2,130,40.804140000000004,-73.96576,0,2,23,1.18,1,0,5.017279836814924
2,94,40.80934,-73.95456999999999,0,2,65,3.34,2,257,5.583496308781699
1,214,40.70941,-73.93862,1,7,4,0.22,1,53,3.7612001156935624
2,202,40.788340000000005,-73.97215,0,15,5,0.27,3,0,4.564348191467836
2,209,40.731759999999994,-74.00348000000001,0,6,8,0.41,1,0,4.875197323201151
1,51,40.67025,-73.93558,0,3,4,0.22,1,0,4.605170185988092
1,13,40.682140000000004,-73.95477,1,1,1,0.05,1,0,3.9512437185814275
1,214,40.717690000000005,-73.96339,0,3,20,1.04,4,318,5.707110264748875
1,190,40.65602,-74.00509,0,2,25,1.3,2,355,5.560681631015528
2,119,40.7235,-73.99096,0,2,5,0.25,3,4,5.5254529391317835
2,119,40.72291,-73.98915,1,1,5,0.31,3,17,4.276666119016055
2,34,40.75117,-73.99305,1,2,7,0.36,1,0,5.049856007249537
2,209,40.73738,-74.00012,0,4,39,2.03,1,21,4.912654885736052
2,94,40.81919,-73.94554000000001,1,1,105,5.33,4,84,4.499809670330265
1,216,40.652809999999995,-73.97298,0,7,0,1.3732214298586618,1,0,5.017279836814924
1,175,40.59664,-73.95300999999999,1,2,0,1.3732214298586618,1,178,5.5254529391317835
2,119,40.71952,-73.98495,0,2,0,1.3732214298586618,1,0,5.017279836814924
1,28,40.69186,-73.9221,1,2,1,0.06,1,88,4.330733340286331
1,190,40.6588,-73.99096999999999,1,2,44,2.29,1,298,3.9318256327243257
1,214,40.71568,-73.94415,1,2,16,0.85,1,3,4.2626798770413155
2,127,40.76427,-73.98208000000001,0,2,0,1.3732214298586618,4,229,6.111467339502679
3,71,40.59722,-73.75936999999999,1,1,66,3.54,1,51,4.23410650459726
1,74,40.6429,-73.95253000000001,1,1,1,0.05,1,0,4.394449154672439
2,64,40.725629999999995,-73.98169,1,1,2,0.1,1,0,5.303304908059076
2,127,40.76574,-73.98018,0,2,0,1.3732214298586618,4,229,6.111467339502679
2,127,40.763870000000004,-73.98056,0,2,0,1.3732214298586618,4,243,5.988961416889864
2,127,40.76443,-73.98151999999999,0,2,0,1.3732214298586618,4,243,5.988961416889864
1,28,40.70636,-73.91935,0,3,1,0.05,1,0,3.7376696182833684
2,73,40.70407,-74.00885,0,1,13,0.67,1,1,5.303304908059076
2,95,40.756679999999996,-73.99096999999999,1,1,89,5.16,3,0,4.795790545596741
2,115,40.71801,-73.9984,0,1,22,1.12,2,23,5.081404364984463
1,28,40.686820000000004,-73.91189,1,1,2,0.1,2,0,4.02535169073515
2,94,40.82058,-73.95801999999999,1,15,0,1.3732214298586618,1,0,3.6375861597263857
1,158,40.678709999999995,-73.9678,1,1,14,0.71,1,0,4.110873864173311
1,91,40.72133,-73.94903000000001,0,2,7,0.36,1,2,4.912654885736052
3,4,40.76543,-73.92248000000001,0,6,2,0.1,1,0,4.564348191467836
1,214,40.721920000000004,-73.95597,0,2,16,0.82,1,0,5.860786223465865
2,86,40.73581,-73.98918,0,4,12,0.62,1,0,5.5053315359323625
2,137,40.74812,-73.97663,0,3,57,3.07,2,49,5.017279836814924
1,91,40.72421,-73.95364000000001,0,1,93,4.73,1,32,2.3978952727983707
2,61,40.8001,-73.94081,1,1,77,4.0,2,0,4.248495242049359
2,61,40.79999,-73.94233,0,3,62,3.23,1,82,5.5254529391317835
2,94,40.82978,-73.94823000000001,1,1,3,0.15,2,0,4.48863636973214
2,95,40.7676,-73.9855,1,1,1,0.05,1,0,5.303304908059076
1,76,40.62857,-73.94071,0,2,53,2.83,1,230,5.081404364984463
3,68,40.7418,-73.8861,1,5,0,1.3732214298586618,2,0,3.713572066704308
2,119,40.72083,-73.99308,0,30,1,0.1,9,226,5.017279836814924
1,41,40.690870000000004,-73.96639,0,3,1,0.44,2,343,5.638354669333745
1,28,40.69566,-73.91611,0,5,42,2.16,1,1,4.189654742026425
1,162,40.67787,-74.00764000000001,0,10,2,0.1,1,0,5.017279836814924
1,63,40.66769,-73.88421,0,4,50,2.57,1,89,5.075173815233827
2,137,40.74998,-73.97543,0,30,3,0.21,50,365,5.017279836814924
1,13,40.6889,-73.95362,0,3,0,1.3732214298586618,1,0,5.278114659230517
2,201,40.76384,-73.96355,0,4,3,0.19,1,3,5.303304908059076
1,204,40.70152,-73.98406999999999,0,30,2,0.12,1,31,4.61512051684126
2,73,40.70458,-74.00755,0,1,127,6.68,6,253,6.054439346269371
1,41,40.690490000000004,-73.96842,0,3,4,0.21,1,2,4.7535901911063645
2,202,40.794540000000005,-73.97541,1,1,14,0.71,1,0,3.9318256327243257
2,95,40.75597,-73.99494,0,30,0,1.3732214298586618,1,0,6.023447592961033
2,127,40.75249,-73.97384,1,3,1,0.05,1,0,4.543294782270004
2,127,40.76733,-73.98074,0,3,52,2.66,1,27,5.081404364984463
2,64,40.73245,-73.98848000000001,0,4,4,0.39,1,0,5.351858133476067
2,95,40.754529999999995,-73.99526,0,3,57,2.97,1,0,5.5254529391317835
2,127,40.75298,-73.96911999999999,1,1,0,1.3732214298586618,3,221,4.51085950651685
2,73,40.7059,-74.00604,1,1,42,2.18,6,290,5.420534999272286
3,4,40.76885,-73.90751999999999,1,3,1,0.05,1,0,3.713572066704308
2,73,40.70426,-74.00711,0,1,152,7.9,6,339,5.375278407684165
1,51,40.67512,-73.96185,1,3,0,1.3732214298586618,1,0,4.02535169073515
2,127,40.75346,-73.96871999999999,1,1,2,0.1,3,217,4.51085950651685
2,95,40.7548,-73.9965,0,3,26,1.4,1,1,5.14166355650266
1,216,40.65537,-73.9819,0,5,0,1.3732214298586618,1,0,5.081404364984463
1,13,40.68541,-73.94691999999999,0,5,1,0.05,1,0,4.394449154672439
3,54,40.77129,-73.91712,1,14,0,1.3732214298586618,1,0,3.58351893845611
2,127,40.75893,-73.9636,0,1,77,4.03,1,268,5.303304908059076
1,214,40.703829999999996,-73.94431,1,2,6,0.31,1,0,3.784189633918261
1,158,40.67933,-73.96911999999999,0,1,61,3.23,1,0,4.61512051684126
1,51,40.66373,-73.93222,1,30,1,0.1,2,137,4.02535169073515
1,74,40.63531,-73.96546,1,2,3,0.16,1,65,4.02535169073515
2,64,40.72801,-73.98736,1,1,3,0.16,1,0,4.564348191467836
2,137,40.74864,-73.97383,0,30,0,1.3732214298586618,49,330,5.860786223465865
1,214,40.70807,-73.95099,1,7,1,0.05,1,0,3.7612001156935624
2,201,40.77089,-73.95945999999999,0,5,13,0.68,1,0,4.836281906951478
1,159,40.66046,-73.96014,1,1,29,1.51,1,0,4.394449154672439
2,202,40.78383,-73.97529,0,30,8,0.43,91,301,4.897839799950911
2,137,40.75033,-73.97546,0,30,2,0.14,50,365,5.017279836814924
2,34,40.74045,-74.00046999999999,1,3,8,0.59,1,37,2.5649493574615367
1,214,40.712959999999995,-73.93838000000001,0,2,1,0.05,1,0,4.795790545596741
1,214,40.70902,-73.95724,1,2,28,1.46,2,0,3.9318256327243257
1,151,40.68057,-73.97617,0,2,15,0.8,1,0,5.5254529391317835
1,51,40.6768,-73.95345999999999,1,5,12,0.67,3,0,4.2626798770413155
1,51,40.66715,-73.96084,1,5,0,1.3732214298586618,1,0,4.394449154672439
2,61,40.80296,-73.9369,1,7,1,0.05,1,0,3.713572066704308
1,214,40.712109999999996,-73.94058000000001,0,1,168,8.57,1,153,4.382026634673881
2,130,40.80513,-73.9632,0,3,3,0.16,1,0,4.795790545596741
1,151,40.67607,-73.97166999999999,0,7,1,0.05,1,0,4.941642422609304
1,214,40.705909999999996,-73.92916,1,2,48,2.6,2,5,4.204692619390966
0,154,40.867059999999995,-73.84674,1,2,17,1.23,1,17,3.713572066704308
1,214,40.69999,-73.95275,0,4,4,0.21,1,0,4.61512051684126
1,91,40.72566,-73.94823000000001,1,3,2,0.21,1,0,3.9318256327243257
1,19,40.68837,-73.98716999999999,0,3,18,0.91,1,0,5.225746673713202
2,64,40.72648,-73.97904,1,7,0,1.3732214298586618,1,0,4.02535169073515
2,119,40.71325,-73.99009000000001,1,2,2,0.1,1,0,5.081404364984463
2,92,40.73616,-73.99614,1,5,4,0.22,1,0,4.394449154672439
1,23,40.57962,-73.96535,0,1,19,1.02,2,135,4.787491742782046
2,112,40.74416,-73.97702,0,3,0,1.3732214298586618,1,0,4.836281906951478
1,52,40.67842,-73.88768,0,3,64,3.41,2,287,5.049856007249537
2,201,40.777,-73.95770999999999,1,1,0,1.3732214298586618,1,0,4.343805421853684
4,186,40.64537,-74.08381,1,2,77,3.9,1,336,4.61512051684126
2,95,40.75656,-73.99063000000001,1,1,109,5.97,3,0,4.795790545596741
1,13,40.69532,-73.93995,1,30,4,0.21,10,365,3.6635616461296463
1,151,40.67835,-73.98209,0,5,2,0.11,1,0,4.394449154672439
1,28,40.70027,-73.91268000000001,1,21,0,1.3732214298586618,1,0,3.6109179126442243
1,85,40.67848,-73.98385999999999,1,1,14,0.71,17,363,4.787491742782046
1,85,40.67868,-73.98254,1,1,20,1.02,17,354,4.787491742782046
3,4,40.76347,-73.90928000000001,1,2,0,1.3732214298586618,1,0,3.9318256327243257
1,85,40.67753,-73.9841,1,1,11,0.57,17,364,4.787491742782046
1,85,40.67873,-73.98236,1,1,19,0.97,17,355,4.787491742782046
2,137,40.75006,-73.97694,0,30,1,0.09,50,365,5.278114659230517
1,85,40.67733,-73.98406999999999,1,1,26,1.32,17,363,4.787491742782046
2,127,40.76699,-73.98174,0,7,2,0.1,1,0,5.303304908059076
3,104,40.75731,-73.85785,0,2,3,0.15,1,0,4.969813299576001
2,169,40.76191,-73.94934,1,25,37,1.89,1,149,3.828641396489095
2,127,40.75732,-73.98142,0,3,14,0.74,3,89,5.860786223465865
3,220,40.74496,-73.89534,0,1,118,6.0,1,320,4.605170185988092
2,188,40.727340000000005,-73.97203,1,2,6,0.31,1,0,4.189654742026425
2,95,40.76062,-73.99297,0,3,28,1.45,1,66,4.454347296253507
1,13,40.68616,-73.94295,0,3,32,1.64,7,3,5.081404364984463
2,178,40.72067,-74.00024,0,4,42,2.13,1,306,5.993961427306569
2,202,40.77055,-73.98615,0,30,0,1.3732214298586618,33,330,5.811140992976701
2,119,40.721470000000004,-73.99054,1,1,4,0.21,3,0,4.454347296253507
2,61,40.79943,-73.94386,0,2,52,2.75,1,3,4.499809670330265
2,202,40.76996,-73.98550999999999,0,30,0,1.3732214298586618,33,300,5.929589143389895
1,28,40.69386,-73.91897,1,5,9,0.46,1,0,3.6888794541139363
1,13,40.690670000000004,-73.93916999999999,0,1,49,2.65,1,47,3.9318256327243257
1,74,40.65177,-73.96417,1,2,3,0.16,1,0,3.6375861597263857
2,130,40.80853,-73.96351999999999,0,4,0,1.3732214298586618,1,0,4.51085950651685
1,91,40.71911,-73.95045,0,2,15,0.76,1,1,5.017279836814924
1,91,40.7264,-73.95613,0,2,12,0.71,1,64,4.605170185988092
1,91,40.72508,-73.94698000000001,0,1,2,0.11,1,0,4.61512051684126
1,216,40.65028,-73.97771,0,3,37,1.9,1,82,5.111987788356544
1,80,40.6857,-73.96964,1,5,0,1.3732214298586618,1,0,3.970291913552122
1,13,40.68537,-73.95894,0,28,2,0.11,1,177,4.61512051684126
1,214,40.713440000000006,-73.95702,0,3,2,0.12,1,0,4.875197323201151
2,201,40.77752,-73.94726,1,1,0,1.3732214298586618,1,0,4.61512051684126
1,91,40.73307,-73.95275,0,1,0,1.3732214298586618,1,0,4.795790545596741
2,61,40.79757,-73.93851,1,13,51,2.63,1,26,3.9318256327243257
2,35,40.71601,-73.99171,0,4,2,0.1,1,0,4.875197323201151
2,201,40.77625,-73.95495,0,3,2,0.1,1,0,5.5254529391317835
1,74,40.64813,-73.9589,0,2,8,0.42,1,0,4.51085950651685
1,159,40.655429999999996,-73.95674,0,1,4,0.21,1,0,4.709530201312334
2,169,40.7611,-73.95015,1,7,1,0.06,1,0,3.713572066704308
3,4,40.76522,-73.92438,0,1,0,1.3732214298586618,1,0,4.532599493153256
3,59,40.765370000000004,-73.87639,0,1,198,10.15,2,156,4.61512051684126
3,68,40.74586,-73.88409,0,4,0,1.3732214298586618,1,0,3.828641396489095
3,164,40.68932,-73.82047,1,1,56,3.0,2,359,3.58351893845611
2,94,40.81426,-73.95152,1,2,75,3.93,2,121,4.454347296253507
1,13,40.696870000000004,-73.94111,1,30,4,0.2,10,365,3.9318256327243257
3,4,40.76354,-73.91341,1,1,6,0.31,1,0,3.9318256327243257
3,77,40.76245,-73.8238,1,5,34,1.82,1,353,3.6635616461296463
1,214,40.70572,-73.93823,1,8,1,0.05,2,0,4.189654742026425
2,61,40.787440000000004,-73.94319,0,10,0,1.3732214298586618,1,0,3.9318256327243257
1,51,40.67685,-73.93141,1,1,0,1.3732214298586618,1,0,4.330733340286331
3,4,40.7723,-73.9281,1,3,0,1.3732214298586618,1,0,4.61512051684126
2,94,40.79998,-73.95633000000001,0,3,18,0.97,1,20,5.5254529391317835
2,127,40.76432,-73.98075,0,3,0,1.3732214298586618,1,0,6.478509642208569
1,85,40.67773,-73.98312,1,1,13,0.67,17,361,4.867534450455582
1,85,40.6784,-73.98447,1,1,32,1.62,17,363,4.867534450455582
1,28,40.68782,-73.9189,1,3,17,0.93,1,0,3.7376696182833684
1,214,40.7023,-73.9419,1,3,47,2.47,1,238,4.189654742026425
1,85,40.677040000000005,-73.9846,1,1,9,0.46,17,338,4.867534450455582
1,85,40.67726,-73.9837,1,1,28,1.44,17,362,4.867534450455582
1,85,40.67787,-73.98635,1,2,1,0.05,1,0,4.2626798770413155
2,137,40.75008,-73.97752,0,30,2,0.3,50,364,5.017279836814924
2,178,40.72735,-74.00131,1,1,3,0.15,1,0,4.499809670330265
2,94,40.807590000000005,-73.95464,1,2,1,0.05,1,0,4.61512051684126
2,95,40.76042,-73.99032,0,4,12,0.79,1,107,5.170483995038151
2,206,40.84344,-73.93921999999999,1,1,21,1.1,3,291,3.044522437723423
1,13,40.69065,-73.95929,0,6,1,0.39,1,0,5.707110264748875
2,209,40.73811,-74.00348000000001,0,2,4,0.65,1,51,5.62040086571715
2,127,40.7436,-73.98573,2,1,2,0.11,1,0,5.225746673713202
3,59,40.76419,-73.87498000000001,0,1,118,6.05,2,79,4.795790545596741
2,209,40.73253,-74.00859,0,4,11,0.65,1,189,5.3981627015177525
1,13,40.69507,-73.93354000000001,1,3,6,0.32,1,363,3.9318256327243257
3,68,40.74361,-73.87732,1,1,15,0.77,1,249,3.4339872044851463
2,169,40.76858,-73.94436,1,7,1,0.08,1,0,4.2626798770413155
3,54,40.770509999999994,-73.90944,1,2,5,0.27,2,0,6.398594934535208
1,91,40.72728,-73.95313,1,7,0,1.3732214298586618,2,0,4.330733340286331
2,34,40.74927,-74.00121999999999,0,1,7,0.37,1,0,5.303304908059076
1,28,40.700390000000006,-73.93009,1,7,74,3.98,3,31,4.110873864173311
3,4,40.77118,-73.92548000000001,0,3,10,0.54,1,64,4.836281906951478
1,20,40.632940000000005,-73.99475,1,3,2,0.14,4,90,3.9318256327243257
3,54,40.77323,-73.91796,1,2,1,0.05,1,89,4.330733340286331
2,64,40.73127,-73.98729,0,7,4,0.22,1,18,5.017279836814924
2,119,40.71991,-73.98832,1,10,0,1.3732214298586618,1,0,4.3694478524670215
2,201,40.77154,-73.94968,0,4,1,0.05,1,0,5.303304908059076
1,151,40.67913,-73.97476999999999,0,2,45,2.34,1,302,5.298317366548036
1,214,40.71284,-73.94805,1,2,3,0.2,1,0,4.2626798770413155
1,41,40.68173,-73.96703000000001,0,15,7,0.38,1,5,4.7535901911063645
1,214,40.71822,-73.93996,0,3,1,0.05,1,0,5.5254529391317835
1,13,40.68885,-73.95296,0,2,5,0.25,1,0,4.962844630259907
1,28,40.68187,-73.90815,1,30,3,0.16,1,179,4.219507705176107
2,103,40.86144,-73.92423000000001,1,1,2,0.1,1,0,3.713572066704308
2,127,40.75184,-73.97198,0,3,1,0.05,2,0,5.860786223465865
1,214,40.71515,-73.95231,0,2,59,3.28,1,81,5.081404364984463
1,28,40.68885,-73.91353000000001,0,1,74,5.35,2,115,5.0106352940962555
1,51,40.6736,-73.95043000000001,1,1,0,1.3732214298586618,1,0,4.330733340286331
2,73,40.70758,-74.00409,0,1,16,0.83,1,174,6.7464121285733745
3,164,40.68683,-73.82743,1,1,25,1.3,2,48,4.330733340286331
2,127,40.753409999999995,-73.97313,0,1,1,0.05,2,0,5.993961427306569
2,191,40.75493,-73.98618,1,2,100,5.35,1,18,4.564348191467836
1,13,40.68691,-73.91798,0,4,5,0.28,1,0,4.454347296253507
2,127,40.76119,-73.97005,2,1,1,0.05,1,0,4.875197323201151
1,182,40.66794,-73.98638000000001,0,5,55,3.03,3,235,5.0106352940962555
1,41,40.69513,-73.96245,0,3,0,1.3732214298586618,1,0,4.51085950651685
1,74,40.64495,-73.9576,0,3,2,0.1,1,0,4.564348191467836
2,197,40.71735,-74.00605,0,2,14,0.76,1,36,6.7464121285733745
1,159,40.6627,-73.95196,1,2,48,2.55,3,276,4.110873864173311
3,117,40.75982,-73.93138,1,2,10,0.52,1,0,4.189654742026425
1,13,40.68679,-73.9495,1,30,0,1.3732214298586618,2,95,3.828641396489095
2,202,40.79572,-73.96781,0,7,1,0.05,1,0,4.663439094112067
2,95,40.75979,-73.98953,0,6,1,0.05,1,0,5.981414211254481
1,19,40.6853,-73.98804,0,3,6,0.42,2,14,6.311734809152915
1,28,40.68949,-73.90575,1,3,2,0.1,1,0,3.9318256327243257
2,191,40.75817,-73.98886,0,4,0,1.3732214298586618,1,0,5.25227342804663
2,95,40.76321,-73.98775,0,5,5,0.27,1,1,5.081404364984463
3,71,40.60273,-73.75466,0,1,4,0.21,1,0,3.9512437185814275
2,34,40.73858,-73.99651,0,7,3,0.16,1,0,5.3981627015177525
2,201,40.77084,-73.94955999999999,0,30,0,1.3732214298586618,1,0,4.875197323201151
2,112,40.743809999999996,-73.97944,0,3,0,1.3732214298586618,1,180,5.707110264748875
3,105,40.6741,-73.79775,1,4,12,2.03,1,291,3.828641396489095
1,7,40.628479999999996,-74.03076999999999,1,4,12,0.62,2,175,4.382026634673881
2,202,40.78165,-73.9749,1,2,14,0.81,2,0,4.02535169073515
1,51,40.67177,-73.93947,1,5,1,0.05,1,0,3.828641396489095
0,179,40.82739,-73.88176,0,1,0,1.3732214298586618,2,0,3.9318256327243257
2,137,40.74661,-73.97698000000001,0,4,2,0.1,1,0,5.303304908059076
1,13,40.678709999999995,-73.92678000000001,0,30,47,3.2,2,105,4.6443908991413725
1,85,40.6771,-73.98449000000001,1,1,6,0.31,17,358,4.941642422609304
0,111,40.8739,-73.90364,1,1,31,1.7,2,365,4.248495242049359
1,214,40.71353,-73.94337,1,7,2,0.11,1,0,4.110873864173311
2,130,40.80485,-73.96345,0,3,1,0.05,1,0,5.017279836814924
1,51,40.67163,-73.93399000000001,1,30,7,0.36,1,302,3.4657359027997265
2,95,40.763329999999996,-73.98905,1,2,5,0.26,1,0,4.61512051684126
1,214,40.71204,-73.95245,0,2,1,0.16,1,0,6.478509642208569
2,127,40.752320000000005,-73.9689,0,3,21,1.11,1,209,5.351858133476067
0,155,40.80024,-73.91422,1,3,59,3.08,1,0,3.912023005428146
1,51,40.67307,-73.95236,1,3,2,0.11,1,0,3.4339872044851463
3,189,40.74508,-73.92198,0,3,4,0.21,1,0,4.948759890378168
1,214,40.71733,-73.95028,1,2,30,1.6,3,0,4.276666119016055
1,28,40.69077,-73.9133,0,2,20,1.13,1,6,4.110873864173311
1,19,40.6882,-73.98999,0,30,2,0.18,1,116,4.51085950651685
1,28,40.69871,-73.9361,1,3,2,0.1,1,0,4.394449154672439
1,13,40.68104,-73.94031,0,2,38,2.04,1,0,4.110873864173311
1,182,40.66724,-73.99023000000001,1,2,4,0.21,1,0,4.700480365792417
1,28,40.704240000000006,-73.9199,1,2,3,0.48,1,0,4.330733340286331
1,85,40.67893,-73.98365,1,1,10,0.51,17,364,4.941642422609304
1,85,40.6779,-73.98459,1,1,38,2.85,17,337,4.941642422609304
1,214,40.7134,-73.94833,0,2,14,0.76,1,353,5.860786223465865
1,76,40.6197,-73.94426,0,2,0,1.3732214298586618,1,0,4.465908118654584
1,216,40.65325,-73.97868000000001,0,2,61,3.17,1,337,4.61512051684126
1,214,40.71171,-73.95491,1,2,2,0.1,1,0,4.795790545596741
1,85,40.67727,-73.9838,1,1,46,2.36,17,342,4.941642422609304
2,94,40.81532,-73.95359,1,3,0,1.3732214298586618,1,89,5.017279836814924
2,61,40.79746,-73.93513,0,3,3,0.16,1,0,5.087596335232384
2,209,40.7349,-74.00618,0,2,42,2.27,1,141,5.5053315359323625
2,34,40.749179999999996,-74.00369,0,1,11,0.56,1,0,6.68586094706836
2,119,40.7209,-73.98909,0,5,0,1.3732214298586618,2,0,5.860786223465865
1,159,40.65903,-73.96036,0,3,3,0.16,1,0,4.912654885736052
2,64,40.73025,-73.9861,0,5,0,1.3732214298586618,2,0,5.857933154483459
2,94,40.8041,-73.95260999999999,1,2,7,0.37,1,0,3.58351893845611
1,7,40.630140000000004,-74.03126,1,4,27,1.44,2,176,4.382026634673881
2,95,40.76447,-73.99056,0,2,0,1.3732214298586618,1,0,6.476972362889683
2,119,40.72317,-73.99084,1,14,0,1.3732214298586618,1,0,4.394449154672439
1,214,40.70892,-73.96584,0,4,3,0.16,1,0,5.303304908059076
1,91,40.72379,-73.9416,0,2,1,0.06,1,0,5.420534999272286
1,28,40.70075,-73.92421999999999,1,4,0,1.3732214298586618,2,0,3.9318256327243257
2,61,40.80255,-73.94349,0,3,38,2.42,1,272,5.707110264748875
2,127,40.74739,-73.98344,1,1,40,2.08,3,0,4.875197323201151
1,214,40.70255,-73.94408,1,30,0,1.3732214298586618,3,0,3.713572066704308
1,13,40.69355,-73.95196999999999,0,2,42,2.18,1,52,4.51085950651685
1,28,40.69475,-73.91507,1,30,1,0.11,5,361,3.9318256327243257
2,119,40.71172,-73.98665,2,14,3,0.25,28,322,3.58351893845611
1,28,40.693979999999996,-73.90719,1,30,1,0.15,6,365,3.9318256327243257
1,13,40.6926,-73.94076,1,30,4,0.21,10,364,3.9318256327243257
1,51,40.67504,-73.93956,1,30,0,1.3732214298586618,1,113,3.9318256327243257
2,34,40.73936,-73.99753,0,7,6,0.33,1,0,5.5254529391317835
1,214,40.71212,-73.94011,0,3,9,0.53,1,0,5.198497031265826
2,92,40.73539,-73.99547,0,5,45,2.36,1,203,6.186208623900494
1,214,40.71622,-73.94462,0,2,22,1.15,1,132,5.860786223465865
1,23,40.578720000000004,-73.96009000000001,0,1,117,6.07,1,68,4.605170185988092
2,64,40.7253,-73.98861,1,7,0,1.3732214298586618,1,0,4.454347296253507
2,178,40.72224,-74.00356,0,14,1,0.05,1,0,5.017279836814924
2,145,40.72224,-73.99438,0,5,7,0.46,1,0,5.707110264748875
1,26,40.67528,-73.906,1,2,3,0.16,2,0,3.713572066704308
1,13,40.691309999999994,-73.93387,1,1,9,0.46,2,0,4.110873864173311
2,94,40.8029,-73.95576,0,3,1,0.05,1,0,4.61512051684126
2,145,40.723890000000004,-73.9954,0,2,1,0.05,3,0,5.62040086571715
1,28,40.69267,-73.9218,0,5,1,0.05,1,0,4.2626798770413155
2,37,40.71237,-74.00747,0,2,3,0.46,1,0,4.61512051684126
1,91,40.72672,-73.94715,0,3,3,0.17,1,0,4.204692619390966
3,3,40.58793,-73.79268,0,4,40,2.16,1,183,5.5254529391317835
1,214,40.71642,-73.96459,0,30,0,1.3732214298586618,1,0,4.605170185988092
1,51,40.677279999999996,-73.95676,0,2,0,1.3732214298586618,1,0,5.303304908059076
1,214,40.72085,-73.95723000000001,0,2,15,0.77,1,0,4.02535169073515
2,94,40.82277,-73.9555,0,5,23,1.35,1,301,6.478509642208569
2,86,40.73878,-73.9839,0,2,4,0.32,1,0,4.61512051684126
1,91,40.725390000000004,-73.95473,0,7,1,0.05,1,0,4.795790545596741
1,51,40.67405,-73.94419,0,3,0,1.3732214298586618,1,0,2.5649493574615367
2,119,40.7128,-73.99045,1,1,44,2.25,3,73,4.48863636973214
4,161,40.63108,-74.12512,1,1,21,1.14,3,287,3.332204510175204
1,190,40.66222,-73.99566999999999,1,1,0,1.3732214298586618,3,0,4.454347296253507
2,86,40.737159999999996,-73.98835,0,2,21,1.1,1,1,5.017279836814924
2,201,40.7745,-73.94844,0,8,0,1.3732214298586618,1,0,5.017279836814924
1,63,40.663790000000006,-73.89126999999999,1,2,43,2.19,1,172,3.9318256327243257
1,214,40.712709999999994,-73.94284,0,1,1,0.05,1,0,4.836281906951478
2,94,40.8262,-73.95035,1,3,1,0.05,1,0,3.784189633918261
1,214,40.71157,-73.94308000000001,0,3,7,0.36,1,0,4.51085950651685
2,209,40.73144,-74.00388000000001,0,2,3,0.16,2,0,5.017279836814924
1,41,40.68165,-73.96006,0,3,15,0.83,1,3,4.709530201312334
3,4,40.76017,-73.90945,0,4,29,1.48,1,0,5.017279836814924
1,80,40.68286,-73.97134,1,1,1,0.05,1,0,4.394449154672439
1,91,40.72549,-73.94453,0,3,0,1.3732214298586618,1,0,4.795790545596741
2,95,40.76535,-73.98765,1,12,2,0.14,1,31,4.875197323201151
1,13,40.69407,-73.94275,0,5,4,0.22,1,3,5.2832037287379885
1,51,40.67288,-73.95444,0,30,4,0.25,3,292,4.7535901911063645
2,34,40.75172,-73.99784,0,2,38,2.0,2,257,5.420534999272286
2,144,40.72705,-73.9933,0,4,4,0.22,1,7,5.616771097666572
2,95,40.769,-73.98756999999999,0,4,1,0.06,2,0,4.68213122712422
2,95,40.76978,-73.98935999999999,0,5,0,1.3732214298586618,2,0,4.7535901911063645
2,127,40.75288,-73.98526,0,7,11,0.58,1,265,5.5254529391317835
1,28,40.70401,-73.92629000000001,1,6,2,0.11,2,0,3.7376696182833684
1,41,40.68318,-73.96624,0,21,0,1.3732214298586618,1,0,4.836281906951478
1,85,40.679429999999996,-73.98387,1,1,12,0.62,17,364,5.135798437050262
1,51,40.67068,-73.95764,1,1,5,0.26,1,0,3.784189633918261
2,202,40.80257,-73.96725,1,1,2,0.1,1,0,4.605170185988092
3,164,40.70231,-73.82722,0,30,9,0.47,1,173,4.204692619390966
