neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price_log
1,91,40.73469,-73.95778,1,1,1,0.02,1,0,4.110873864173311
1,13,40.68375,-73.93313,0,2,122,2.76,2,159,4.709530201312334
2,178,40.72356,-74.00471999999999,0,5,2,0.08,1,0,4.3694478524670215
1,7,40.63066,-74.02577,0,1,0,1.3732214298586618,1,0,4.709530201312334
1,13,40.679359999999996,-73.93388,1,1,0,1.3732214298586618,1,0,3.8501476017100584
3,54,40.77707,-73.91398000000001,1,1,2,0.05,1,0,4.394449154672439
2,95,40.76639,-73.98727,0,3,12,0.27,2,1,5.017279836814924
2,64,40.72765,-73.98199,0,2,1,0.02,1,0,5.298317366548036
2,64,40.72959,-73.98245,0,2,15,0.34,1,0,4.836281906951478
2,145,40.72347,-73.99302,0,3,130,3.11,2,235,6.478509642208569
3,68,40.74507,-73.88351999999999,1,6,76,1.75,5,279,4.07753744390572
2,64,40.72404,-73.98838,0,1,2,0.05,1,0,5.303304908059076
2,86,40.73438,-73.98615,0,21,0,1.3732214298586618,1,0,4.983606621708336
1,13,40.690290000000005,-73.95443,0,14,9,0.2,1,6,4.59511985013459
1,51,40.66933,-73.9252,1,7,23,0.57,1,130,3.713572066704308
2,95,40.760459999999995,-73.9901,1,2,123,2.81,1,124,4.912654885736052
2,112,40.74138,-73.98048,0,5,0,1.3732214298586618,1,0,5.5254529391317835
2,119,40.72014,-73.98277,0,13,9,0.21,1,44,5.5254529391317835
1,151,40.67815,-73.97878,0,2,4,0.09,1,0,4.875197323201151
1,128,40.61949,-73.95443,1,2,54,1.22,1,0,4.110873864173311
2,64,40.72789,-73.98756,0,3,0,1.3732214298586618,1,0,5.860786223465865
2,94,40.8228,-73.94566999999999,0,3,46,1.22,2,325,6.144185634125646
2,201,40.76405,-73.95966999999999,0,1,3,0.07,1,0,4.844187086458591
2,201,40.776379999999996,-73.9476,0,1,0,1.3732214298586618,1,0,5.375278407684165
2,201,40.783970000000004,-73.95040999999999,0,3,18,0.44,1,0,4.941642422609304
2,201,40.77234,-73.96045,0,1,9,0.2,1,0,5.303304908059076
2,202,40.791740000000004,-73.97755,0,6,0,1.3732214298586618,1,0,5.303304908059076
2,202,40.77944,-73.98518,0,1,1,0.03,1,0,3.713572066704308
1,74,40.64905,-73.96799,1,1,0,1.3732214298586618,1,0,4.02535169073515
1,28,40.70686,-73.91960999999999,0,30,7,0.16,1,0,4.605170185988092
1,214,40.708009999999994,-73.94787,1,3,0,1.3732214298586618,1,0,4.418840607796598
1,43,40.68805,-73.99634,0,2,3,0.07,1,0,5.225746673713202
2,64,40.72283,-73.98356,1,7,6,0.18,2,0,4.110873864173311
2,34,40.73936,-73.99351999999999,0,7,0,1.3732214298586618,1,0,5.303304908059076
2,201,40.771609999999995,-73.95295,0,1,0,1.3732214298586618,1,0,4.948759890378168
1,13,40.680609999999994,-73.94996,0,30,3,0.08,3,355,4.553876891600541
1,31,40.68423,-73.98996,0,2,2,0.05,2,0,4.90527477843843
1,214,40.70644,-73.93759,1,1,0,1.3732214298586618,1,0,4.110873864173311
2,127,40.75249,-73.97412,1,3,6,0.28,2,233,4.2626798770413155
2,119,40.71269,-73.98170999999999,0,1,1,0.02,1,0,5.303304908059076
2,94,40.79912,-73.95204,1,2,66,1.5,1,0,4.51085950651685
1,91,40.73077,-73.95851,0,1,1,0.02,2,0,4.7535901911063645
2,119,40.71692,-73.98259,0,10,6,0.14,1,0,5.5053315359323625
2,64,40.72837,-73.98631,0,1,110,2.47,1,134,5.929589143389895
1,51,40.66722,-73.94800000000001,0,2,161,3.65,1,183,4.330733340286331
2,119,40.71846,-73.98727,1,2,2,0.05,1,0,5.017279836814924
0,47,40.81897,-73.92735,0,1,0,1.3732214298586618,1,0,5.075173815233827
1,13,40.68244,-73.91091999999999,1,15,0,1.3732214298586618,5,342,3.713572066704308
1,91,40.73274,-73.95505,1,1,10,0.22,2,0,4.060443010546419
2,197,40.71474,-74.01101,0,5,1,0.02,1,0,6.054439346269371
2,209,40.7356,-74.00405,0,1,0,1.3732214298586618,1,0,5.303304908059076
2,94,40.80157,-73.95407,1,1,11,0.25,1,0,4.189654742026425
1,91,40.734190000000005,-73.95264,1,15,1,0.03,1,0,4.189654742026425
1,13,40.68465,-73.91528000000001,1,14,3,0.13,1,0,4.330733340286331
2,61,40.792590000000004,-73.95170999999999,1,1,0,1.3732214298586618,1,0,4.51085950651685
2,64,40.72518,-73.98439,1,1,0,1.3732214298586618,1,0,4.61512051684126
2,144,40.726240000000004,-73.99316999999999,0,1,8,0.19,1,0,4.61512051684126
3,4,40.76354,-73.91789,1,2,1,0.07,1,364,4.356708826689592
1,214,40.71676,-73.94575,0,4,10,0.23,1,0,5.111987788356544
2,95,40.764359999999996,-73.98573,0,4,1,0.02,1,0,5.25227342804663
2,35,40.713770000000004,-73.99311,0,2,119,2.72,1,78,5.25227342804663
1,182,40.66641,-73.99078,1,3,7,0.16,2,0,3.828641396489095
1,13,40.69153,-73.94263000000001,0,30,11,0.26,1,251,4.290459441148391
2,94,40.82287,-73.94561,0,3,52,1.33,2,325,5.442417710521793
2,61,40.79598,-73.94288,0,5,33,0.76,1,28,5.5254529391317835
2,127,40.75145,-73.9752,0,4,1,0.02,2,223,4.948759890378168
1,23,40.57808,-73.96253,0,5,0,1.3732214298586618,1,0,4.454347296253507
2,64,40.72919,-73.98104000000001,0,30,0,1.3732214298586618,1,0,4.605170185988092
2,119,40.7225,-73.9894,0,3,0,1.3732214298586618,1,0,5.303304908059076
1,158,40.67263,-73.96437,1,2,3,0.07,1,0,4.605170185988092
1,214,40.711079999999995,-73.94799,0,7,31,0.72,1,209,4.948759890378168
1,214,40.717859999999995,-73.95588000000001,0,4,4,0.09,2,188,5.204006687076795
1,13,40.69122,-73.94377,0,2,166,3.76,1,8,5.111987788356544
2,119,40.72201,-73.98775,0,3,14,1.86,1,51,5.170483995038151
1,51,40.67637,-73.95951,0,6,1,0.02,1,0,4.61512051684126
1,31,40.68047,-73.99594,0,1,178,4.47,1,228,5.3471075307174685
2,206,40.838190000000004,-73.94373,1,1,1,0.02,1,0,4.709530201312334
1,214,40.707229999999996,-73.94811,1,7,4,0.09,1,0,3.9318256327243257
2,206,40.84465,-73.93733,0,2,3,0.07,1,0,4.394449154672439
0,111,40.87842,-73.9029,1,1,59,1.45,2,354,4.330733340286331
2,64,40.72695,-73.99011999999999,0,7,1,0.02,1,0,4.2626798770413155
2,201,40.77751,-73.9556,0,1,1,0.02,1,0,4.836281906951478
3,4,40.7576,-73.9067,0,1,1,0.02,1,0,4.2626798770413155
3,68,40.73682,-73.875,1,1,0,1.3732214298586618,2,0,5.198497031265826
1,41,40.693059999999996,-73.96813,1,2,7,0.19,1,310,4.61512051684126
1,151,40.66675,-73.97570999999999,0,8,2,0.05,1,0,5.303304908059076
2,94,40.80786,-73.94313000000001,0,30,3,0.16,1,0,4.61512051684126
2,202,40.7915,-73.97197,1,3,0,1.3732214298586618,1,0,4.564348191467836
2,94,40.81293,-73.95191,0,5,0,1.3732214298586618,2,0,5.017279836814924
3,104,40.75462,-73.88284,0,2,13,0.3,1,288,4.976733742420574
1,214,40.70491,-73.93098,1,3,0,1.3732214298586618,1,0,3.7612001156935624
2,119,40.715140000000005,-73.98293000000001,1,1,13,0.32,2,0,4.564348191467836
2,119,40.71549,-73.9834,0,2,3,0.07,2,0,5.3981627015177525
2,112,40.74198,-73.9768,1,3,7,0.22,1,317,5.3471075307174685
1,214,40.718959999999996,-73.95423000000001,1,3,5,0.16,2,0,4.77912349311153
1,28,40.699020000000004,-73.92195,1,5,28,1.36,2,0,3.9318256327243257
1,13,40.685340000000004,-73.95709000000001,1,1,0,1.3732214298586618,1,0,4.564348191467836
2,64,40.7228,-73.98352,1,1,1,0.02,1,0,4.454347296253507
2,202,40.78479,-73.97521,0,5,5,0.12,1,0,5.303304908059076
1,214,40.71294,-73.96224000000001,0,2,21,0.48,3,2,5.087596335232384
1,214,40.71968,-73.9602,0,2,24,0.56,1,0,4.709530201312334
2,127,40.752179999999996,-73.97216999999999,0,1,0,1.3732214298586618,1,0,5.0106352940962555
2,202,40.79273,-73.97216,0,30,5,0.13,8,156,4.653960350157523
1,214,40.71824,-73.95455,0,1,1,0.02,1,0,5.303304908059076
1,214,40.714009999999995,-73.96333,1,1,5,0.12,1,0,4.605170185988092
1,13,40.68137,-73.91479,0,5,12,0.28,1,0,4.394449154672439
2,209,40.73486,-74.00386,0,1,3,0.08,1,0,5.993961427306569
1,214,40.7073,-73.94219,0,4,3,0.07,3,0,4.59511985013459
1,41,40.69223,-73.96879,1,2,2,0.05,1,0,4.1588830833596715
1,26,40.66447,-73.91743000000001,1,2,75,1.73,2,249,4.248495242049359
3,54,40.776270000000004,-73.90963,0,1,16,0.45,1,36,4.499809670330265
3,4,40.764829999999996,-73.91521999999999,0,4,4,0.09,1,0,4.605170185988092
2,127,40.74966,-73.98781,0,4,2,0.05,1,0,4.948759890378168
1,13,40.68346,-73.93121,0,4,76,1.78,2,274,5.017279836814924
1,31,40.675779999999996,-73.99814,0,2,6,1.4,1,73,5.298317366548036
2,73,40.71035,-74.01343,0,20,0,1.3732214298586618,1,0,4.795790545596741
2,95,40.75505,-73.99354,0,1,0,1.3732214298586618,1,0,5.170483995038151
2,119,40.718059999999994,-73.99221999999999,0,3,25,0.58,3,0,5.707110264748875
1,51,40.67246,-73.93401,1,1,3,0.07,1,0,3.713572066704308
1,28,40.7047,-73.92109,1,2,22,0.5,1,0,4.61512051684126
1,41,40.69545,-73.96795999999999,0,2,127,2.9,2,236,5.14166355650266
2,64,40.72787,-73.98718000000001,0,8,6,0.14,1,0,4.795790545596741
1,13,40.69287,-73.94249,1,1,145,3.26,3,313,4.110873864173311
2,94,40.82339,-73.95271,0,7,7,0.16,1,269,4.51085950651685
2,103,40.86227,-73.92943000000001,1,5,1,0.02,1,0,4.110873864173311
2,6,40.70941,-74.01774,0,1,0,1.3732214298586618,1,0,6.111467339502679
2,127,40.755109999999995,-73.96825,1,1,0,1.3732214298586618,1,0,4.330733340286331
2,202,40.78228,-73.97748,0,3,11,0.31,1,0,5.14166355650266
1,158,40.680479999999996,-73.97463,1,2,0,1.3732214298586618,1,0,4.330733340286331
2,206,40.84864,-73.94046,1,1,0,1.3732214298586618,1,1,4.330733340286331
1,91,40.72741,-73.94337,1,2,0,1.3732214298586618,1,0,4.394449154672439
1,85,40.67696,-73.99569,0,3,10,0.7,1,0,4.941642422609304
2,127,40.75103,-73.98349,0,2,10,0.23,1,0,5.5254529391317835
2,34,40.740970000000004,-73.99953000000001,0,1,1,0.02,1,0,5.017279836814924
1,28,40.701,-73.91593,1,3,6,0.32,1,0,4.51085950651685
2,201,40.76999,-73.9477,1,4,14,0.33,1,8,4.02535169073515
2,144,40.727109999999996,-73.99198,0,2,24,1.69,1,0,5.6937321388027
2,115,40.719,-73.99565,0,2,9,1.41,1,89,5.017279836814924
0,152,40.83735,-73.85996999999999,0,3,30,0.69,1,357,4.941642422609304
2,92,40.73294,-73.99726,1,4,0,1.3732214298586618,2,0,5.521460917862246
2,202,40.78074,-73.98393,0,5,0,1.3732214298586618,1,0,5.5254529391317835
2,92,40.72893,-74.00176,0,3,2,0.05,1,0,5.327876168789581
1,28,40.70267,-73.92923,0,2,2,0.07,1,0,4.51085950651685
1,60,40.646029999999996,-73.94869,2,30,5,0.12,7,365,3.258096538021482
3,4,40.76507,-73.90576999999999,0,30,32,0.72,1,67,4.189654742026425
2,35,40.71544,-73.99051999999999,0,2,1,0.02,1,0,5.5254529391317835
1,13,40.68503,-73.93809,0,29,12,0.31,1,339,4.948759890378168
2,201,40.775,-73.94842,0,3,4,0.09,1,0,4.709530201312334
2,137,40.74961,-73.97846,0,2,0,1.3732214298586618,1,0,5.303304908059076
2,61,40.7884,-73.94533,0,5,79,1.82,2,307,4.795790545596741
1,91,40.72096,-73.94574,0,4,0,1.3732214298586618,1,0,4.795790545596741
2,64,40.72502,-73.97835,1,2,2,0.06,2,188,4.709530201312334
3,183,40.66203,-73.7698,0,30,68,1.66,2,365,5.303304908059076
1,214,40.7069,-73.96833000000001,1,2,1,0.03,1,0,4.110873864173311
2,191,40.755720000000004,-73.98531,0,2,1,0.02,1,0,5.327876168789581
1,214,40.71439,-73.96256,1,7,4,0.11,1,0,3.9318256327243257
2,64,40.72847,-73.98579000000001,0,1,1,0.02,1,0,5.214935757608986
1,214,40.70943,-73.94277,0,1,0,1.3732214298586618,1,0,4.836281906951478
1,214,40.70704,-73.95522,1,2,47,1.1,1,54,4.2626798770413155
1,190,40.662890000000004,-73.99584,0,14,7,0.16,1,0,4.51085950651685
1,214,40.71801,-73.9526,0,1,23,0.52,2,364,5.929589143389895
1,13,40.693290000000005,-73.95069000000001,1,3,6,0.14,1,10,3.9318256327243257
2,201,40.76854,-73.95532,1,1,49,1.11,1,230,5.298317366548036
2,112,40.737629999999996,-73.97284,1,1,0,1.3732214298586618,1,0,4.875197323201151
2,127,40.74538,-73.98313,0,31,5,0.12,1,365,5.655991810819852
1,13,40.6947,-73.93481,1,4,100,2.34,6,113,4.290459441148391
1,159,40.65822,-73.95439,1,15,14,0.49,1,15,3.6109179126442243
1,28,40.69535,-73.9184,1,2,48,1.11,2,263,4.442651256490317
2,64,40.72314,-73.98066,1,1,1,0.02,1,0,4.61512051684126
1,13,40.68925,-73.94462,1,2,16,0.41,1,262,4.875197323201151
2,64,40.722190000000005,-73.98409000000001,0,4,1,0.02,3,0,5.655991810819852
2,178,40.72667,-74.00256999999999,0,4,0,1.3732214298586618,1,0,5.170483995038151
2,61,40.78758,-73.95026,0,3,74,1.67,1,62,6.144185634125646
2,145,40.72291,-73.9945,0,3,6,0.14,1,0,5.170483995038151
1,91,40.72528,-73.94488,0,5,201,4.7,2,212,5.111987788356544
2,202,40.79312,-73.96606,0,30,1,0.1,96,252,5.056245805348308
2,202,40.79155,-73.97476999999999,0,30,0,1.3732214298586618,96,341,5.2574953720277815
1,214,40.70973,-73.94289,0,14,1,0.03,1,0,5.081404364984463
2,95,40.766459999999995,-73.9929,0,1,0,1.3732214298586618,2,0,5.723585101952381
2,64,40.72161,-73.98013,0,1,52,1.2,1,74,5.303304908059076
1,214,40.7196,-73.95956,0,3,4,0.11,2,0,5.564520407322694
2,95,40.76747,-73.99422,1,5,0,1.3732214298586618,2,0,4.663439094112067
1,85,40.67017,-73.99029,1,1,0,1.3732214298586618,1,0,4.454347296253507
2,94,40.81176,-73.94999,0,3,2,0.05,1,0,4.61512051684126
1,214,40.7116,-73.9521,1,4,0,1.3732214298586618,1,0,4.382026634673881
2,95,40.75925,-73.99136,1,5,125,2.83,2,177,4.795790545596741
2,64,40.72339,-73.9833,0,3,0,1.3732214298586618,1,0,5.707110264748875
0,134,40.8113,-73.92465,1,3,2,0.05,1,356,4.189654742026425
2,34,40.75088,-73.99951,1,2,151,3.46,1,0,4.61512051684126
1,41,40.68215,-73.96121,0,1,7,0.16,1,0,4.852030263919617
3,68,40.74449,-73.88096,1,2,21,0.48,2,311,3.912023005428146
2,202,40.77772,-73.98514,1,1,11,0.25,1,0,4.6913478822291435
2,94,40.81443,-73.94121,0,30,0,1.3732214298586618,1,0,4.804021044733257
2,34,40.740809999999996,-74.00296,0,1,1,0.02,1,0,5.198497031265826
1,13,40.6869,-73.95496,1,5,34,0.77,1,7,3.5553480614894135
2,198,40.712709999999994,-73.99512,0,4,0,1.3732214298586618,1,0,5.198497031265826
1,91,40.722640000000006,-73.93823,0,5,3,0.25,1,78,4.61512051684126
2,202,40.79224,-73.97417,0,30,0,1.3732214298586618,96,265,5.170483995038151
2,202,40.79285,-73.967,0,30,7,0.18,96,280,5.170483995038151
2,64,40.730470000000004,-73.98576,0,4,10,0.23,1,0,5.25227342804663
1,190,40.64577,-74.00532,0,7,6,0.17,1,0,4.51085950651685
2,95,40.75735,-73.99006999999999,0,2,143,3.29,1,215,5.081404364984463
2,202,40.79947,-73.964,1,1,1,0.02,1,0,3.9512437185814275
2,202,40.77668,-73.97815,0,1,1,0.02,1,0,5.017279836814924
1,80,40.68914,-73.97853,0,3,16,0.42,1,103,5.786897381366708
1,28,40.708890000000004,-73.92135,0,3,9,0.23,1,42,4.605170185988092
2,112,40.743790000000004,-73.97803,1,1,0,1.3732214298586618,2,0,5.017279836814924
1,214,40.71914,-73.95709000000001,0,1,13,0.3,1,363,5.638354669333745
2,61,40.79417,-73.94331,0,2,166,3.78,1,229,4.709530201312334
1,214,40.71787,-73.95396,1,5,0,1.3732214298586618,1,0,4.61512051684126
1,13,40.69182,-73.95696,0,2,127,2.92,1,126,4.836281906951478
2,92,40.72824,-73.99517,0,4,18,1.9,1,85,5.62040086571715
1,214,40.71133,-73.96924,0,2,22,0.55,1,109,5.733341276897746
1,182,40.66548,-73.98279000000001,0,4,3,0.07,1,0,5.303304908059076
2,61,40.79668,-73.93379,1,2,136,3.07,4,48,4.110873864173311
2,209,40.73319,-74.00225,1,1,2,0.05,1,0,4.189654742026425
2,202,40.79632,-73.96879,0,1,0,1.3732214298586618,1,0,4.709530201312334
0,111,40.879,-73.90061999999999,0,1,8,0.22,2,354,5.247024072160486
2,169,40.76168,-73.95059,1,2,1,0.03,1,0,4.110873864173311
2,95,40.76534,-73.9925,1,5,0,1.3732214298586618,1,0,4.51085950651685
1,214,40.71605,-73.95176,1,3,1,0.02,1,0,4.189654742026425
1,41,40.682809999999996,-73.96446,0,2,37,0.84,1,0,4.859812404361672
1,216,40.6491,-73.97434,0,2,19,0.45,1,0,5.303304908059076
1,151,40.67159,-73.97482,0,14,0,1.3732214298586618,1,0,4.795790545596741
1,159,40.65837,-73.96115,1,3,67,1.52,1,296,4.330733340286331
2,103,40.85945,-73.92834,0,1,1,0.02,1,0,4.248495242049359
2,130,40.80887,-73.95917,0,5,3,0.07,1,0,4.795790545596741
2,112,40.7435,-73.97907,1,1,1,0.02,1,0,4.564348191467836
1,13,40.69856,-73.94368,0,2,18,0.44,1,0,4.962844630259907
2,103,40.87045,-73.9183,0,1,0,1.3732214298586618,1,365,5.351858133476067
3,220,40.750659999999996,-73.90424,1,2,14,0.33,3,90,5.049856007249537
2,209,40.73129,-74.00237,0,2,3,0.08,1,0,5.707110264748875
1,89,40.5888,-73.97278,1,3,46,1.05,2,92,4.2626798770413155
2,127,40.75452,-73.96767,0,1,156,3.58,1,22,5.198497031265826
2,94,40.824020000000004,-73.9456,1,1,17,0.4,1,0,4.2626798770413155
2,86,40.73537,-73.98244,1,1,1,0.03,1,0,4.564348191467836
1,13,40.680409999999995,-73.93611999999999,0,3,83,1.9,2,224,4.61512051684126
1,28,40.699940000000005,-73.92378000000001,0,5,89,2.02,2,72,4.867534450455582
2,201,40.77557,-73.94615,1,30,0,1.3732214298586618,1,174,4.143134726391533
2,206,40.84899,-73.94018,1,1,2,0.05,1,0,3.713572066704308
1,214,40.7158,-73.95586999999999,1,2,3,0.48,1,6,4.51085950651685
1,159,40.66261,-73.9588,1,1,1,0.03,2,0,3.7612001156935624
1,13,40.691559999999996,-73.94275999999999,0,7,0,1.3732214298586618,1,0,4.836281906951478
1,214,40.7197,-73.95519,0,4,0,1.3732214298586618,1,0,4.61512051684126
2,95,40.76465,-73.99499,0,30,1,0.13,5,365,4.2626798770413155
1,28,40.70505,-73.92239000000001,0,2,4,0.09,1,0,4.6913478822291435
3,77,40.75114,-73.80695,0,2,20,0.85,6,243,6.2166061010848646
2,119,40.72278,-73.98878,1,1,0,1.3732214298586618,1,0,4.7535901911063645
2,202,40.78198,-73.97803,0,1,4,0.09,1,0,5.62040086571715
1,28,40.703829999999996,-73.92853000000001,1,1,0,1.3732214298586618,1,0,3.713572066704308
1,214,40.71409,-73.96359,0,3,128,2.89,1,92,5.66988092298052
1,214,40.70851,-73.94244,1,5,102,2.48,1,288,4.875197323201151
2,61,40.79733,-73.93988,1,3,125,2.87,1,1,4.02535169073515
2,112,40.74015,-73.98038000000001,0,2,0,1.3732214298586618,1,0,4.836281906951478
2,94,40.81051,-73.94723,0,4,94,2.2,1,27,4.875197323201151
1,128,40.62186,-73.95347,1,2,62,1.45,2,107,4.110873864173311
1,19,40.68632,-73.98796,0,1,140,3.2,1,363,4.605170185988092
1,28,40.70254,-73.93095,1,5,12,0.27,1,0,3.9318256327243257
2,64,40.72117,-73.98125999999999,1,25,0,1.3732214298586618,1,0,4.3694478524670215
2,61,40.79335,-73.94583,0,1,1,0.02,1,0,5.017279836814924
2,130,40.80294,-73.96007,1,2,62,1.73,1,320,4.51085950651685
1,91,40.72104,-73.94805,0,5,77,1.89,2,6,5.62040086571715
2,95,40.76365,-73.99472,0,30,3,0.07,5,339,4.2626798770413155
1,13,40.689640000000004,-73.94884,1,3,0,1.3732214298586618,1,0,3.6888794541139363
2,191,40.75732,-73.98276,0,3,177,4.16,1,216,5.225746673713202
2,206,40.83907,-73.94256,1,2,0,1.3732214298586618,1,0,3.912023005428146
1,28,40.69798,-73.93205999999999,1,1,30,0.8,1,0,4.248495242049359
1,41,40.6846,-73.96536,0,2,84,2.03,1,327,5.802118375377063
2,202,40.7894,-73.9762,0,5,0,1.3732214298586618,1,7,4.709530201312334
2,201,40.77254,-73.9493,0,1,0,1.3732214298586618,1,0,6.111467339502679
2,202,40.77813,-73.97574,1,2,2,0.05,2,0,5.017279836814924
2,95,40.75591,-73.99499,0,30,10,0.24,5,357,4.394449154672439
2,95,40.76376,-73.99323000000001,0,30,5,0.12,5,365,4.394449154672439
2,178,40.72419,-74.00451,0,3,117,2.88,1,57,5.739792912179234
2,95,40.763729999999995,-73.99297,0,30,5,0.12,5,341,4.2626798770413155
2,34,40.7411,-73.99978,0,1,2,0.05,1,0,5.786897381366708
3,189,40.7388,-73.92501,1,3,13,0.58,2,167,4.189654742026425
1,31,40.68315,-73.99387,0,4,128,2.89,2,0,5.049856007249537
1,28,40.68943,-73.90574000000001,1,1,2,0.05,1,0,3.828641396489095
2,95,40.76355,-73.98914,0,4,148,3.69,1,129,4.836281906951478
1,28,40.68817,-73.91257,1,2,213,4.9,2,30,3.912023005428146
2,206,40.851279999999996,-73.93907,1,1,0,1.3732214298586618,1,0,5.017279836814924
1,214,40.71028,-73.95445,1,2,4,0.09,1,0,4.394449154672439
2,61,40.793820000000004,-73.94334,0,1,152,3.43,1,200,4.983606621708336
3,54,40.77588,-73.90782,0,2,38,0.87,2,330,4.836281906951478
3,125,40.7206,-73.87382,1,1,95,2.22,3,80,4.110873864173311
1,13,40.68632,-73.91793,1,3,70,1.59,3,25,3.9318256327243257
0,16,40.85487,-73.88710999999999,1,7,0,1.3732214298586618,1,0,4.2626798770413155
1,214,40.71174,-73.95544,0,1,119,2.71,3,353,6.2766434893416445
2,64,40.72443,-73.98289,0,1,81,1.91,2,318,5.298317366548036
2,201,40.76892,-73.96845,0,3,151,3.58,1,219,5.3706380281276624
2,112,40.744040000000005,-73.97564,0,3,0,1.3732214298586618,1,0,4.2626798770413155
1,51,40.669709999999995,-73.95645,0,4,1,0.03,1,0,4.663439094112067
2,95,40.76037,-73.99016,0,2,64,1.68,2,262,5.484796933490655
3,79,40.72484,-73.84505,0,4,74,1.69,2,350,4.74493212836325
2,64,40.724000000000004,-73.98376,1,1,1,0.02,1,0,3.828641396489095
2,94,40.82241,-73.9412,1,1,0,1.3732214298586618,1,0,3.828641396489095
1,91,40.733909999999995,-73.95679,0,1,0,1.3732214298586618,1,0,4.969813299576001
1,214,40.7121,-73.96101,0,10,18,0.43,1,157,4.983606621708336
2,94,40.8096,-73.94099,1,1,0,1.3732214298586618,1,0,4.51085950651685
1,151,40.68182,-73.97704,1,3,14,0.33,1,352,4.330733340286331
2,178,40.72675,-74.00757,1,3,49,1.44,1,322,5.420534999272286
2,202,40.78743,-73.96855,0,2,51,1.21,1,0,5.017279836814924
1,31,40.68177,-73.99393,0,1,1,0.02,1,0,5.017279836814924
2,34,40.74163,-74.00102,0,20,6,0.17,1,32,5.209486152841421
2,130,40.80473,-73.96528,1,20,0,1.3732214298586618,1,0,4.143134726391533
1,214,40.7075,-73.95385,1,6,3,0.07,1,0,4.189654742026425
2,201,40.7713,-73.95443,0,1,15,0.35,1,0,5.170483995038151
1,31,40.679390000000005,-73.99598,0,4,11,0.28,1,159,6.26530121273771
2,34,40.74601,-73.99987,1,1,1,0.02,1,0,4.59511985013459
2,86,40.73683,-73.98191,1,3,21,0.47,1,16,4.127134385045092
2,202,40.783390000000004,-73.98018,0,30,21,0.48,1,141,5.075173815233827
3,123,40.733290000000004,-73.89463,1,1,0,1.3732214298586618,1,0,4.23410650459726
1,28,40.69395,-73.92418,0,10,11,0.27,1,226,4.248495242049359
2,61,40.78763,-73.95111,1,5,0,1.3732214298586618,1,0,4.836281906951478
1,28,40.69979,-73.92260999999999,0,4,132,3.0,2,71,4.7535901911063645
2,64,40.72911,-73.98151,1,14,99,2.32,1,21,4.454347296253507
2,201,40.76656,-73.97038,0,1,116,2.63,1,168,5.3471075307174685
2,92,40.72772,-74.0013,0,1,1,0.02,1,0,5.420534999272286
2,178,40.72615,-74.00225,0,4,1,0.02,1,0,4.61512051684126
1,28,40.68983,-73.90512,1,1,1,0.02,1,0,4.02535169073515
1,31,40.68535,-73.99192,1,2,11,0.27,1,0,4.394449154672439
1,214,40.7161,-73.94264,1,1,1,0.02,1,0,4.394449154672439
1,89,40.59592,-73.97523000000001,0,30,9,0.21,3,216,4.454347296253507
2,95,40.75553,-73.9923,0,4,0,1.3732214298586618,1,0,5.638354669333745
1,13,40.68735,-73.94541,0,2,180,4.09,1,116,4.836281906951478
1,214,40.71642,-73.95298000000001,1,1,0,1.3732214298586618,1,0,4.51085950651685
2,201,40.78113,-73.95452,0,1,1,0.02,1,0,5.170483995038151
2,73,40.711240000000004,-74.00834,0,3,0,1.3732214298586618,1,0,5.017279836814924
2,64,40.72636,-73.98454,0,2,51,4.77,1,6,5.198497031265826
2,209,40.73338,-74.00752,0,1,0,1.3732214298586618,1,0,5.5254529391317835
3,4,40.75823,-73.90881,1,1,49,1.13,2,0,4.110873864173311
1,151,40.66737,-73.97822,0,2,2,0.05,1,0,5.303304908059076
2,202,40.78613,-73.9732,0,30,2,0.06,8,332,5.69035945432406
2,206,40.85068,-73.93046,1,4,1,0.02,1,0,3.713572066704308
2,202,40.77877,-73.97872,0,3,39,0.89,1,0,5.017279836814924
2,94,40.82516,-73.95288000000001,1,1,1,0.02,1,0,3.713572066704308
2,64,40.72311,-73.98389,0,7,1,0.02,1,0,5.198497031265826
2,198,40.71255,-73.99673,0,6,106,2.48,2,249,4.983606621708336
1,158,40.67768,-73.97114,0,10,11,0.25,1,0,5.170483995038151
2,209,40.73431,-74.00635,0,3,4,0.11,1,0,5.62040086571715
3,189,40.74538,-73.92139,0,2,6,0.18,1,0,4.7535901911063645
2,198,40.71183,-73.99685,0,4,3,0.08,1,0,5.170483995038151
2,94,40.813190000000006,-73.94423,0,4,16,0.37,1,206,5.846438775057725
2,35,40.71564,-73.99169,0,1,3,0.07,1,0,5.017279836814924
2,64,40.72145,-73.97881,1,1,2,0.05,1,0,4.330733340286331
2,95,40.764720000000004,-73.98813,0,4,130,3.04,1,329,5.393627546352362
1,214,40.72182,-73.95576,0,3,0,1.3732214298586618,1,0,5.707110264748875
2,94,40.81041,-73.9445,0,3,76,1.78,1,360,5.420534999272286
2,61,40.78591,-73.94832,0,2,95,2.51,2,248,5.62040086571715
2,92,40.72797,-74.0019,0,4,47,1.06,2,283,5.860786223465865
2,201,40.77281,-73.95822,0,2,0,1.3732214298586618,1,0,5.170483995038151
1,28,40.70138,-73.92168000000001,1,7,3,0.07,1,0,4.110873864173311
